word,translation
parārum (v.),"G to be dissolved, broken up; N be scattered, dispersed"
Parašû,GN
parāsu (v.),"to cut (off), decide, separate"
parāṣum (v.),"to breach, lie"
parāsum (v.),"to cut (off), withhold, decide"
parāsum (v.) (//kud),"G to cut (off), decide, divide; Gtn continually block"
pargānum,meadow
pariktum,"cross-wall, obstruction, hindrance, opposition"
"parīsu, parīšu","rudder, boat-pole"
parīsum,"rudder, boat-pole"
pārisum,who decides
parkiš,cross-wise
parkum,"transverse, bolt"
"parriktu, parriku","strut, cross-bar"
parriku,"epithet of gods, kings, sublime(?)"
parrikum,"epithet of gods, of kings, designation of weapon"
paršīgum,"headdress, turban"
parsiktum,bushel measure
Parsu,GN
parsum,"clear reports, orders"
parṣum,"office, (cultic) ordinance"
pârum (v.),"to look for, to search"
pārum I,hymn
parûm I,mule
parzillu,iron
parzillum,iron
parzillum (AN.BAR),iron
paṣādum (v.),"G to cut into, slice"
Pašaḫnadgalni,PN
pašāḫum (v.),"to cool down, rest"
pašālum (v.),"G to crawl; Gtn iter., on all fours"
pasāmum (v.),to veil
pašanum,a bird
paṣānum (v.),D veil; Dt pass of D
pašāqum (v.),G to become narrow; Š to suffer difficulties
pašārum (v.),"to release, free, (N) to become reconciled, forgive"
pasāsum (v.),"to erase, destroy"
pašāšum (v.) (ŠÉŠ),"G to anoint, smear; N anoint o.s. with (= acc.), be anointed"
pašāṭum (v.),to erase
"pāširum, f. pāširtum","dream interpreter, undoer, dissolver of spells"
pašīšum,anointed (a priest)
pāšittum,obliterator
paspasum,duck
pašqiš (//la-ra-aḫ),with difficulty
pašqum,narrow
passu,"doll, pawn, gaming piece"
paššurum,table
paššurum (BANŠUR),table
pāštum,a divine emblem
pāšum,"axe, adze"
pasuttum,net
patālum (v.),G to twist
patāqum (v.),"to shape, create"
patarrum,battle mace (?)
paṭāru (v.),"to loosen, release"
paṭārum (v.),"to loosen, release, uncover, clear away, (N) be loosened, cleared away"
paṭārum (v.) (//du8),"G to loosen, release; G~D; to loosen, release, D ~ G"
patrānu,sword-plant
patrum,"sword, dagger"
pattûm (//pàd),bucket
pattum I,canal
pāṭum (//zag),"edge, border"
pazārum (v.),"to hide, put aside"
peḫûm (//pe-el),"sealed, closed, stupid"
peḫûm (v.),"to close up, seal"
pelludûm,cultic rites
pelû,(light) red
pelûm,egg
pēmum,upper thigh
per'um,"bud, shoot"
perdum,kind of equid
"perku, pirku",transverse line
pērtu,hair (of head)
"pērtum, pēretum","hair (of head) of humans, hair"
"perʾu, perḫu","bud, shoot, scion, descendant(s)"
peṣû (v.),to be white
peṣûm,white
peṣûm (v.) II,G to be white; D make white
peṣûm I,white
pētḫallu,"riding horse, rider, cavalry"
petû (v.),to open
pētûm,who opens
petûm (v.),to open
petûm I,"open (in: lā petītum, not open, unmated)"
petûm II (v.),"G to open, expose; Š to cause to open"
petûm II (v.) (//bal-bal),Dt to be opened
Pî-nārātim,TN
pīdum,"pardon, indulgence, ransom"
"pīḫātu, pāḫutu","responsibility, province"
pīḫātum,"responsibility, province, provincial governor"
piḫrum,troops
pilakkum,spindle
"pilku, pirku","demarcated zone, sector, frontier"
pilšum (//búr),breach
pirḫammum,a plant
Piriddu,GN
pirikkum,divine symbol
pirištum,secret
pirittum,terror
pirkum,transversal
pīrum,elephant
pīrum (//am-si),elephant
pīrum (//til-lu-ug),elephant
pišannum,"box, chest"
pišannum (//gi-pisan),"box, chest"
pišrum,ritual to dispel
piššatum,ointment
pištum,"abuse, scandal, abusive song"
pištum (//in),"abuse, scandal, abusive song"
"pištum, piltum","abuse, scandal"
pitaššulum,crawling on all fours
pitiltu,"string, cord"
pitiltum,"string, cord"
pitnum,box; a musical instrument
pitqum,"casting (of metal), molding (of baked brick), mud wall"
"pitru, piṭru","unbuilt plot, waste space"
piṭrum,"release, clearance, leftovers"
pītum,opening
"pizallur(t)u, peṣallur(t)u",gecko
pû,mouth
pūgum,net
puḫādum,lamb
puḫādum (SILA4),lamb
puḫḫurum,"assembled, gathered"
puḫriš,"in assembly, together"
puḫrum,"assembly, gathering, army"
pūḫum,"exchange, substitute"
puḫur,together
pulḫītum,"distress, constemation ?"
puluḫḫûm,frigthful appearance
puluḫtum,"fear(someness), terror"
"pulukkum, pallukkum","needle, stake, boundary"
pûm,"mouth, word, statement, command"
pûm I (KA),"mouth, statement, command, opening"
pûm II,chaff
puqqum (v.),to pay attention to something
Purattum,GN
purīdum,leg
purrurum,"dispersed, scattered"
pursāsum,wig
"pursītum, puršītum",(offering) bowl
puršumum,old (man)
pūrum (//na4.bur),(stone) bowl
pūrum (BUR),(stone) bowl
purussûm,decision
purussum,plug
purussûm (//eš-bar),decision
pušqum,"narrowness, straits, hardship"
pūṣum,"whiteness, white spot"
"Pūt-Ištar, Pūtti",PN
Puttimadal,PN
pūtum,"forehead, brow, front (side)"
puzru,"concealment, hiding place"
puzrum,concealment
qabaltu,middle
qabaltum,middle
qablītum,"center, central part, middle (watch) of the night"
qablu,"hips, middle, loins, vulva"
qablum,"hips, middle"
qablum I,"hips, middle"
qablum II (//šen-šen),"battle, fight"
qablum II (ŠEN.ŠEN),"battle, fight"
qabrum,"grave, tomb"
qabû (v.),"to say, speak, command"
qabûm,"speech, command"
qābûm,who speaks
qabûm (v.),"to say, speak, command"
qabûm (v.) (//dug4),"G to say, speak, command"
qabûm (v.) (//tu),"G to say, speak, command"
qabûm (v.) (DUG4),"G to say, speak, command"
qadādum (v.),to bow down
"qadištum, qašdatum",priestess (kind of)
qadmum,"former time, pre-eminent"
qadûm,owl
qadūtum,"silt, dregs, lees"
qalālu (v.),"to be(come) light, weak, slight, be lightly regarded, despised"
qalālum (v.),"to be(come) light, weak, slight"
qâliš,silently
qallatu,female slave
qallu,"light, little, slave"
qallum,"light, little, slight, small, slave"
qalpum,"stripped, peeled"
qalû (v.),"to roast, burn, (N) be burnt, glow, shine"
qalûm (v.),"to roast, burn"
qamûm,"burnt, parched"
qamûm (v.),to burn (up)
qan šalālum,"plant, šalālum-reed"
qan ṭuppim,"writing reed, stylus"
qanānu (v.),to nest
qannum,"fringe, border, hem"
"qannum II, qarnum",horn
qanûm,"reed, cane"
qanûm (//gi),"reed, cane"
qanûm (GI),"reed, cane"
qapsīdum,edge (of garment)?
qaqqadu,"head, head-stone"
"qaqqadû, sagdû","headband, a kind of stone"
qaqqadum,head
qaqqadum (//sag),"head, person"
"qaqqadum, kaqqadum (SAG; SAG.KI)","head, beginning, capital"
qaqqaru,"ground, earth"
qaqqarum,"ground, earth, territory, region"
qaqqarum (//ki-in-du),"ground, earth"
qaqqarum (KI),"earth, ground"
qarānum (v.),"to stack up, pile on"
qarāru (v.),"to writhe, grovel"
qarārum (v.),"to writhe, grovel"
qarbum (//šu-mú),"prayer, blessing"
qardum,"valiant, heroic"
qardūtum,"heroism, valor"
qarnum,horn
qarnum (SI),horn
qarrādum,"warlike, hero, warrior"
qarrādum (//ur-sa),hero
qarrādum (//ur-sag),"warlike; hero, warrior"
qarrādum (UR.SAG),"warlike; hero, warrior"
qarrādūtum,"heroism, valor"
qarrāttum,heroine
qašdum,holy
qaštum,"bow, bow-star"
qaštum (GIŠ.PAN),"bow, bow-star, arch"
qatānu (v.),"to be(come) thin, narrow, (D) make thin, belittle"
qatārum (v.),"to smoke, be(come) gloomy, darken"
qatnu,"thin, narrow, small"
qatnum,thin
qātu,hand
qatû (v.),"to come to an end, finish"
qatûm,"ended, completed"
qātum (//šu),hand
qātum (ŠU),hand
qatûm (v.),"G to come to an end, finish; Š complete; Št be completed; complete ?"
qayyāšum,generous
qebērum (v.) (//túm),G to bury
qēbirum,burier
qēmum,flour
qenû (v.),to be jealous
qerbetum,"environs (of a settlement), meadowland"
qerbītum,"womb, centre, interior"
qerbum,"center, interior"
qerēbu (v.),"to be/come close, draw near, (D) bring, present, introduce"
qerēbum (v.),"to be/come close, draw near, be served"
qerītum,"banquet, feast"
qerītum (//kaš-dé),"banquet, feast"
qerûm (v.),"to call, invite"
qiālum (v.),"G to fall, wither; D to fell (enemy), fight"
qiāpum (v.),"to (en)trust, believe"
qiāšum (v.),"to give, present"
Qibi-dumqī,DN
qibītu,"speech, command"
qibītum,"speech, command, prayer"
qibītum (//du11-ga),"speech, command, utterance, word"
qibītum (//inim),"speech, command, utterance, word"
qību,"command, statement"
qilûtu,"burning, firewood"
qimmatum,"tuft, plume, lock of hair"
qinayātu,jealousy rites
Qingu,DN
qinītu,jealousy
qinnatum,"buttocks, rump"
qinnāzum,whip
qinnu,nest
qinnum,"nest, family, clan"
qinû,"envy, jealousy"
qiššû,cucumber
qištu,forest
qīštum,"gift, present"
qištum (GIŠ.TIR),"forest, wood"
qīšum,"forest, wood"
qitmum,paste (black)
qītum,end
qû,"flax, thread, string"
qu''ûm (v.),"to await, wait for"
qu(l)lium,vessel (a kind of)
qubûm,"lamentation, mourning"
"qubūrum, qabūrum","grave, burial place"
quddum,"hatchet, axe"
qudmum,front (side)
qullulum,"despised, little valued"
qūlum,silence
qûm,(a capacity measure:) qa
qûm I (GU),"flax; thread, string"
qûm II (SÌLA),measuring-vessel
quppum,"box, chest, (bird) cage"
qurādu,"hero, warrior"
qurādum,"hero, warrior"
qurdum,"warriorhood, heroism"
qurqurratum,female metalworker
qurqurrum,"metal-worker, esp. coppersmith"
"qurunnum, gurunnum",pile
Qutium,GN
qutrēnum,incense (offering)
qutrum,smoke
ra'ābum (v.),"to shake, tremble"
ra'ībum,"shivering, cramp"
rā'idum,trembling
ra'īmum,"loved, beloved"
rā'imum,who loves
"ra'ūmtum, ru'ūmtum",beloved
rab bānê,"building inspector, nobleman"
rabābu (v.),"to be weak, submissive, slack"
rabābum (v.),"to be weak, slack"
rabākum (v.),"G~D to boil down, decoct"
rabāṣum (v.),"to sit, be recumbent, lie down"
rabâtum,greatness
rabbatum,"10,000"
rabbum,"soft, gentle"
rabbûm,very big
rabîš,greatly
Rābiṣa,DN
rābiṣu,"an official, bailiff(?)"
rābiṣum,"an official, ministering spirit"
rabû,"big, great"
rabûm,"big, great, old, noble, chief"
rabûm (//ga-al),big
rabûm (//ka-al),big
rabûm (GAL) I,big
rabûm (GAL) II (v.),"G to become large, great, grow; Gtn to grow constantly; Š make great"
râbum (v.),"to quake, tremble"
rabûtu,greatness
rabûtum,greatness
rādum,"rainstorm, cloudburst"
"raggu, rangu","wicked, villainous"
raggum,"wicked, villainous"
raḫāṣum (v.),"to flood, wash, overwhelm"
raḫḫiṣum,racer
raḫīṣu,threshing-floor
rakābum (v.),"G to mount, ride"
rakāsu (v.),"to bind, tie up"
rakāsum (v.),"to bind, tie, install"
rakāsum (v.) (//keš),G to bind
rakbum (RÁ.GABA),mounted messenger
rākibum,rider
raksum,"bound, tied"
râkum (v.),"to pour out, away"
ramākum (v.),"to bathe, wash oneself"
ramāmum (v.),"to roar, growl"
ramānum,self
"ramānum, ramnum",self
ramīmum,"roar, rumbling"
râmu,love
râmu (v.),to love
rāmum,beloved
râmum,"love, love-making"
ramûm (v.),"to throw, lay down, establish a residence"
ramûm II (v.),"G to throw, cast down, pitch (and occupy) dwelling"
ramûm III (v.),"G to slacken, become loose; D release, let go"
"râmum, raʾāmum (v.)",to love
rapaštum,"loin, lower back"
rapāšum (v.),"to be(come) broad, expand"
rappum,"shackle, neck-stock"
rapšum,"wide, extended"
rapšum (//dagal),"broad; wide, extended"
raqādum (v.),"to dance, skip"
raqqatu,river-flats
raqqatum,"a fine garment, a thin decorative plate"
raqqûm,oil-perfumer
raqûm II (v.),"to hide, give refuge to, N hide (o.s.), take refuge"
rašādum (v.),"to found, lay foundations of"
rasānum (v.),"G to soak, steep"
rašbum,terrifying
raṣmum,"powerful, loud-voiced"
rašubbatum,terrifying appearance
rašubbum,terrifying
rašûm (v.),"to acquire, get, possess"
râṣum (v.),to rush (to help)
râsum (v.),"to smash, to break"
rāṭum,"water-channel, pipe"
rē'ûm (//sipa),"shepherd, herdsman"
rē'ûm (SIPA),"shepherd, herdsman"
re'ûm (v.),G to pasture
rē'ûtum,"pasturing, shepherdship, rule"
rebītum,"square, piazza, open space, street"
rebû,"fourth, a quarter"
rebûm,fourth
rēdītum,guide
redû (v.),"to accompany, lead, drive, proceed"
rēdûm,soldier
redûm (v.),"to accompany, lead, drive, proceed"
redûm I (v.),"G to accompany, lead, drive, proceed; Gtn to accompany constantly, lead"
redûm II (v.),to be suitable
rēḫtu,remainder
rēḫtum,remainder
reḫû (v.),"to pour out, have sexual intercourse"
rēḫum,"remaining, left over"
reḫûm (v.),"G to pour out, have sexual intercourse"
rēmēnû,merciful
rēmēnûm,merciful
"rēmēnûm, rēmnûm",merciful
rēmu,"womb, compassion, vagina"
rēmum,"womb, compassion"
rēmum (//šà-gè-gíd),"womb, compassion"
rēqum,"far, distant"
rēqum (//sud4-rá),"far, distant"
rêqum (v.),"to be distant, go far off"
rēštû,"first, pre-eminent, prime"
rēštum,"beginning, point, prime"
rēštûm,"first, pre-eminent, prime"
rēštum (//mud5-me-gar),"beginning, point, prime"
rēšu,"head, beginning, top, slave"
rēšum,head
rēšum (//sag),"head, beginning, slave"
rēšum (SAG),head; beginning; slave
rêṣum (v.),to help
retûm (v.),"to drive in, fix"
rēʾû,"shepherd, herdsman"
rēʾûm,shepherd
riābum (v.),"G to replace, restore"
riāqum (v.),to be empty
riāšum (v.),to rejoice
rībum,"replacement, requital"
riddum,good conduct
rīdu,"driving, droving (of animal)"
rīdum,"driving, droving, succession, pursuit, persecution"
rigmu,"voice, cry, noise"
rigmum,"voice, cry, noise"
riḫītu,"pouring out, insemination"
riḫûtum,"progeny, sperm"
rikbum,crew
rikistum,"treaty, pact, regulation"
riksu,"binding, knot, bond, agreement, ritual arrangement"
riksum,"binding, knot, bond, agreement, decree, ordinance, ritual arrangement"
Rīm-Sîn,RN
rimkum,bath
"rîmtu, rîndu",beloved
rīmtum,wild cow
rīmum (AM),wild bull
ripqum,"song, kind of"
rīqu,aromatic substance
rīqum I,"empty, unemployed"
rīqum II (//še-em),aromatic substance
"rīqum, riqqum",aromatic substance
Rīš-Adad,PN
rīšiš,joyfully
risnu,soaking
rīštum,"rejoicing, celebration"
rišûtum,"redness, reddening skin disease"
rittu,hand
rittum,hand
rîtum,pasture
ritūmum,love-making
ritūmum (//ki-ág),love-making
ru'āmum,love-making; sexual charm of a woman
ru'tītum,"sulphur, ""river spittle"" as drug"
ru'tum (//uš7),"spittle, saliva, sap"
"ru'tum, rūtum","spittle, saliva, sap"
"rū'um, rūḫum","friend, companion"
rū'ūtum,friendship
rubātum,princess
rubātum (//égi-zi),princess
rubbûm,increase; wave
rubbuṣum,crouching
rubṣum,"litter, bedding, dung"
rubṣum (//šurim),"litter, bedding, dung"
rubû,prince
rubûm,prince
rubûm (//nun),"prince, ruler, nobleman"
rubûm (NUN),"prince, ruler, nobleman"
rubûtum,rulership
ruddû,"added to, increased"
ruḫûm,"sorcery, philtre"
ruḫûm (//uš7-ri),"sorcery, philtre"
rukūbum,"vehicle, chariot"
rupuštum,"phlegm, spittle"
ruqqum,cauldron
ruqqum I (URUDU.ŠEN),cauldron
rūqum,distant
rūqum (//su-ud),distant
ruššûm,red
ruṣṣunum,loud-voiced
rūšum,dirt
"rusûm, rušûm","sorcery, witchcraft"
rušumtum,"wet mud, silt"
ruʾāmu,love
rūʾu,"colleague, friend"
ša,"who(m), which, of"
ša bīt ḫaṭṭi,(a priest) responsible for the chapel of (a god's) scepter
ša lišānim,ša lišānim
ša rēši,courtier
ša rēšim,"a court official, eunuch"
ša salāmim,"""that of reconciling,"" ritual bucket"
ša'ālum (v.),to ask
šā'imum,who determines
šabāšum (v.),to gather
"šabāsum, sabāsum (v.)",G to be angry
Šabāṭu,MN
ṣabātu (v.),"to seize, take, hold, (Š) direct, make seize"
šabāṭum (v.),"to beat, sweep (away)"
ṣabātum (v.) (//gi4),"G to seize, take, hold"
ṣabātum (v.) (DAB5),"G to seize, take, hold"
šabbasûm,very angry
sabī'um,kind of snake
šabīḫum,"layer of dust or mist, shadow"
ṣābitu,"recipient, gripping, holding, magnetic"
ṣabītum,gazelle
ṣābitum,"recipient, one who holds"
"ṣabītum, zapītum",a kind of garment
Ṣabrum,PN
ṣabrum,twinkling(?)
"šabsūtum, tabsūtum",midwife
ṣabtu,"captured, taken, inlaid"
ṣabtum,"captured, taken"
Sabum,GN
ṣābum,"people, troops"
ṣābum (//érin),"people, troops"
"ṣābum (ÉRIN, ÉRIN.ḪÁ)","people, troops"
ṣabûm (v.),to wish (for)
šadādu (v.),to drag
šadādum (v.),"to drag, draw"
šadāḫu (v.),"to walk, stride, move forward"
šadāḫum (v.),to move in procession
šadânu,"hematite, magnetite"
ṣadārum (v.),"to be (placed) askew, slant"
"sadārum, šadārum (v.)","to place in order, do regularly"
"saddanakku, šandanakku","administrator of date orchards, chief gardener"
šaddidum,"hauler, tower"
ṣaddum,"(wooden) signal, sign"
"šaddûʾa, šaddāʾu",mountain-dweller
šādidu,"boat-tower, tow rope"
šadlum,"broad, spacious, extensive"
sadrum,"in order, regular, in a row"
šadû,mountain(s)
šadûm,east
ṣâdum (v.),"to roam, prowl, turn around"
šadûm I (//ḫur-sag),mountain
šadûm I (//ku-ur),mountain
šadûm I (//kur),mountain
šadûm I (//sa12-ti-um-ki),mountain
šadûm I (KUR; ḪUR.SAG),"mountain, open country"
šadûm II,east wind
Šagadirriga,DN
"šagalmušu, šakalmušu",fear
šagammum,upper door hinge?
šagāmum (v.),"G to roar, shout; Š caus. of G"
šagapūrum,"powerful, strong"
šagaštum,murderer
šagāšum (v.),"to slaughter, to murder"
šagbānum,disease (a kind of)
sagbum,a class of soldier
saggilmud,a stone and a bluish color characteristic of it
šaggišum,murderer
šāgimum,"roaring, (he, who) roars"
šagīmum,"roaring, clamour"
Sagkug,DN
Sagmegar,Jupiter
šagšum,"slain, afflicted, oppressed"
šaḫādum (v.),"to give, present"
saḫāḫum (v.),to be terrified
saḫāḫum (v.),"to be terrified, tremble"
saḫālum (v.),"G~D to prick, pierce"
šaḫānum (v.),"to be, become hot"
šaḫapum (ŠAḪ.GIŠ.GI),wild boar
saḫāpum (v.),"to envelop, overwhelm"
saḫāpum (v.) (//šú),"G to envelop, overwhelm"
šaḫarrum,"a net for carrying straw, barley"
saḫāru (v.),"to go around, turn, search"
saḫārum (v.),"to go around, turn, return, go back"
šaḫātum,"hiding place, armpit"
šaḫātum (v.),"to be afraid, fear"
šaḫāṭum (v.) (GUD.DA),"G to jump on, attack, escape; D attack; Gtn jump about, jump in succession"
ṣaḫḫarum,"grain (a kind of), minor crop"
saḫḫum,"meadow, waterlogged land"
ṣaḫḫurum,very small
šaḫītum,"sow, female pig"
saḫlium (ZÀ.ḪI.LA.A),cress?
šaḫluqtum,"destruction, annihilation"
saḫmaštum,"rebellion, uprising"
saḫrum,"wrapped, surrounded"
saḫsaḫtum,"cf. saḫḫum ""meadow, waterlogged land"""
šaḫû,pig
"ṣāḫu, zā’u",oven (for oil processing)
šaḫûm (ŠAḪ),pig
šaḫurratum,deathly hush
šaḫurrum,rigid (?)
"šaḫūrum, tuḫrum","a part of the foot, heel-bone"
sakālum (v.),"to appropriate fraudulently, to annex"
šakānu (v.),"to put, place, lay down, (Gtn) put repeatedly"
šakānum (v.),"to put, place, lay down, inflict"
šakānum (v.) (//gar),"to put, place, lay down"
šakānum (v.) (GAR),"G to put, place, lay down, Š make smb. place, establish, N be put, established"
sakāpum (v.),"to push down, off, away, overthrow"
sakāpum (v.) I,"to push down, off, away"
sakātum (v.),to be silent
šākinum,that places
Šakkan (//dSumuqan),DN
"Šakkan (dŠakkan, dŠákkan)",DN
šakkanakkum,(military) governor
sakkikuddītum,a female cultic professional
sakkûm,cultic rites
šaknu,"placed, deposited, governor"
šaknum,"placed, deposited, governor"
sakpum,"pushed away, rejected"
šakru,drunk
sakrumaš,a chariot officer
Šāla,DN
salāḫum (v.),to sprinkle
ṣalālu (v.),"to lie (down), sleep"
šalālum (v.),"to carry off, plunder"
Ṣalam-Bēl/Enlil,DN
šalamtum,corpse
šalamtum (//lú+lú?),corpse
šalāmu (v.),"to be(come) healthy, intact, have success"
salāmum (//silim),"amity, friendly relations"
ṣalāmum (v.),"G to become black, dark; D turn something black, dark"
salāmum (v.),"to be(come) at peace, reconcile"
šalāmum (v.) (//šu ~gi4),D pay off in full
"šalāmum, salāmum","peace, well-being"
šalāpum (v.),"G to pull out, unsheathe"
salāqu (v.),to boil
šalāš,three
šalaššerûm,thirtheenth
šalāšum (v.),"to do for a third time, three times"
šalattinum,illness (a kind of)
salātum,"family, clan"
salātum I,"family, clan"
šalbābum,wise(?)
Ṣalbatānum,planet Mars
šalḫûm,outer wall
ṣālilum,"sleeping, resting"
šalimtum,well-being
salīmu,"peace, amity"
salīmum,"peace, amity"
Ṣallâ,PN
šallatum,booty
"šallatum, šillatum","plundered thing(s), booty"
ṣallu,sleeping
ṣallum,sleeping one
šallūtum,state of captivity
ṣalmāt qaqqadim (SAG.GI6),"black-headed ones, mankind"
šalmiš,"well, in safety"
ṣalmu,"effigy, image"
ṣalmum,"black, dark"
ṣalmum (GI6) I,"black, dark"
ṣalmum II (ALAN),"figure, image, statue"
šalputtum,ruination
šalšu,third
šalšum,third
šalṭiš (//gá.e.eš),"imperiously, with authority"
ṣāltu,"combat, strife"
ṣāltum,"combat, strife, battle"
ṣāltum (//LÚxKAM?),"combat, strife, discord, quarrel; DN"
ṣâlu (v.),"to fight, quarrel"
"šâlu, šaʾālu (v.)",to ask
ṣâlum (v.),"to fight, quarrel"
šalûm (v.) I,"to submerge, immerse o.s."
šâlum (v.) II,to rejoice
"šâlum, ša'ālum (v.) I",G to ask; Gt to consult
"šalûm, salûm (v.)","to submerge, immerse oneself"
"šâlum, šaʾālum (v.)","to ask, question, demand, interrogate, call to reckoning, punish"
šalummatum,radiance
ṣamādum (v.),"to tie up, yoke, hitch up"
šamagum,illness (a kind of)
šamāḫum (v.),"to grow, flourish; be magnificent, D make flourish, to grow, flourish"
samāḫum (v.),"to mix (intrans.), be joined"
samākum (v.),"to cover up, dam a canal"
šamāmiš,to heaven
šamāmū,heaven; heavens
samāne,eight
samānum šammum,samānum-plant
"samānum, šamānum",disease of men and animals (a kind of)
šamāru (v.),"to gloat, (Gt) praise"
ṣamārum (v.),"to wish, strive, (D) plot"
šamārum I (v.),"G to rage, be furious"
šamārum II (v.),Gt to praise
Šamaš,DN
Šamaš (//dUtu),DN
"Šamaš, šamšum (dUtu)","DN, sun"
Šamaš-iddin,PN
Šamaš-šumu-ukīn,RN
Šamaš-x,PN
šamaššammū,sesame
šamāṭum (v.),"to tear, to pull"
šamêšam,heavenwards
"Šamḫat, Šamkatum",PN
šamkānum,servant
samkum,buried
šammānum,snake (a kind of)
šammu,"plant(s), grass, herb"
šammum (Ú),"grass, herb, plant"
šamnu,oil
samnum,eighth
šamnum (//ia),"oil, fat, cream"
šamnum (Ì; Ì.GIŠ),"oil, fat, cream"
šamrum,"fierce, furious"
šamšatum,sun-disc
Samsuiluna,RN
šamšum,"sun, sun-god"
sāmtu,"redness, dawn, carnelian"
sāmtum,redness
sāmtum (//gu-ug),"redness, carnelian"
sāmtum (NA4.GUG),"redness, carnelian"
šamû,"sky, heaven"
šamû I (AN),"sky, heaven"
šamû I (AN) (//an),"sky, heaven"
sāmum,red
ṣāmûm,thirsty
ṣamûm (v.),"to be(come) thirsty, thirst for; D make thirsty"
šamûm II,rain
šamūtum,rain
"šan(n)adum, šanudû",illness (a kind of)
šanā,"two each, two by two"
šanānum (v.),"to rival, to equal"
sanāpum (v.),G to tie on
ṣanāpum (v.),to wrap
sanāqu (v.),"to check, approach"
sanāqum (v.),"to check, approach"
"šanāšum, sanāšum (v.)","to insert, to infix"
šandanakkum (saddanakkum),administrator of date orchards
sangil(i)mud,a bluish stone
sangûm,object (kind of)
šāninu,"rival, of equal birth, hostile"
šāninum,rival
šanîš,secondly
šanītu,a second time
sankallum (SAG.KALA),foremost
šannum,rivaling
sanqum,"checked, verified, obedient"
santakku,"triangle, (cuneiform) wedge"
santakkum,"triangle, (cuneiform) wedge"
šanû,"second, next"
šanūdum,"illustrious, heroic"
šanûm,(an)other
šanûm (v.),"to be changed, become different"
šanûm (v.) VI,"to sluice, apply water to"
šanûm I,"second, next"
šanûm II,"other, strange, evil"
šanûm III (v.),"G to do twice, do for a second time; D repeat, report"
šanûm III (v.) (//te),"G to do twice, do for a second time; D repeat"
šanûm IV (v.),"G to be changed, become different; D change (trans.)"
sapādum (v.),to mourn
sapāḫum (v.),"to scatter, disperse"
šapāḫum (v.),to sprinkle
šapaḫūtu,"auricle, visible part of the ear(?)"
šapākum (v.),to heap up
šapākum (v.) (//dub),"G to heap, pour on"
šapālu (v.),"to be(come) deep, low, (D) dig deep, bring down, reduce"
šapālum (v.),"G to be, become low; D to lower, dig deep"
sapānum (v.),"to flatten, lay flat, overturn, devastate"
šapāpum (v.),to move along
saparru,cart
saparrum,cart
"saparrum, sapārum",net
šapāru (v.),"to send, send a message, write (to)"
šapārum (v.),"to send (a message), write to"
šapārum (v.) (//ki-gi),to send
"sapārum, šaparrum",(deity's) net
šapattum (U4.15.KAM),"15th day of the month, period of 15 days"
šapāṭum (v.),"to give judgement, exercise authority"
sapḫum,"scattered, dispersed"
sāpinum,flattener
šāpirum (UGULA),"administrator, boss, giver of instructions"
šaplānum,"underneath, beneath, under"
šapliš,"below, down(wards)"
šaplītum,"lower part, inside"
šaplītum (//sig),"lower part, inside"
šaplû,lower
šaplûm,lower
šaplum II,bottom; under
sapnum,flattened
šappārum,wild ram
"sappārum, šappārum",ram (wild)?
sappiḫum,"wasteful, spendthrift"
sappu,a bowl
šappum,"a vessel, prob. bowl"
šaprum,"envoy, messenger"
ṣaprum,"pressed in, down"
šapšāqum,"constraint, hardship"
šaptu,"lip, rim"
šaptum,lip
šapû (v.),"to be dense, thick"
šapûm (v.),"to wrap up, seal up, envelop"
šapûm II (v.),"to be dense, thick; to (be)come loud"
šapûm III (v.),G to be silent; D silence enemies
šapûm IV (v.),"G to wrap up, seal up"
šaqālum (v.),"to weigh, pay; balance, suspend, N be weighed, paid out"
šaqārum (v.),to pierce
šāqû,"giver to drink, cupbearer"
šaqû (v.),"to be(come) high, elevated"
šaqûm,"high, elevated"
šaqûm (v.),"to be(come) high, elevated"
šaqûm I,"high, elevated"
šaqûm II (v.),"G to be(come) high, elevated; D raise up"
šaqûm III (v.) (NAG),"G to give to drink, irrigate"
"šāqûm, šāqium",cup-bearer
šaqummiš,"silently, in deadly silent"
šār,"3600, indefinitely large number of years"
Šara,DN
šarāḫum (v.),"to take pride in, be splendid"
ṣarāḫum II (v.),"to light up, flare up"
ṣarāḫum IV (v.),"G to send; D to dispatch quickly, to hurry"
šarākum (v.),"to present, give"
sarāmum (v.),to cut open
ṣarāmum (v.),"to make an effort, strive"
šarāpu (v.),to burn
šarāpum (v.),to burn
ṣarāpum I (v.),"to burn, fire; dye red"
ṣarāpum II (v.),"G to be loud, resound; Š make lamentation resound"
sarāqu (v.),"to strew, sprinkle, pour"
sarāqum (v.),"to strew, sprinkle, pour"
ṣarārum (v.),"to flash, drip"
šarārum (v.),to go ahead
ṣarātu (v.),to fart
šarāṭum (v.),"G to tear, shred"
ṣarbatum (// giš.ásal),poplar
ṣarbatum (gišÁSAL),poplar
sarḫullum,"a metal implement, gong"
šarḫum,"proud, splendid"
Saria,GN
šāriš,in the wind
šarkum,"puss, suppuration"
Ṣarpanitum,DN
ṣarpiš,loud and bitterly
ṣarpiš (//šà-si-ig),loud and bitterly
Šarrabda,DN
Šarrabu (dŠarrabu),DN
Šarraḫītum,DN
šarrāqum,thief
šarrāqum (//ní-zuh),thief
sarrārum (//lú-eden),criminal
Šarrat-Kiš,DN
